;PW + Busse/Car;;;;;;;;;;LW;;;;;;;;;;Gesamtergebnis;;;;;;;;;
Datum;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL;UMF..BERN.OST;SAN.BERNARDINO;BASEL;CHIASSO;SIMPLON;GOTTHARDTUNNEL;COPPET;WUERENLOS;RENENS;AESCHERTUNNEL
08.12.2012;50796;3046;64102;35668;NA;9360;60845;98386;79358;60589;614;71;1759;385;NA;866;878;2083;1083;968;51410;3117;65861;36053;NA;10226;61723;100469;80441;61557
09.12.2012;46640;4925;51941;33508;NA;11963;59033;97683;62143;60503;129;38;311;187;NA;170;349;654;367;223;46769;4963;52252;33695;NA;12133;59382;98337;62510;60726
10.12.2012;60601;2353;74475;43974;NA;7664;69514;98648;87511;67350;3322;310;7639;3963;NA;3243;3083;10354;3798;5166;63923;2663;82114;47937;NA;10907;72597;109002;91309;72516
11.12.2012;62387;1963;73283;43149;NA;6584;73072;104191;91633;70275;3457;590;8159;3882;NA;3446;3422;10817;3982;5400;65844;2553;81442;47031;NA;10030;76494;115008;95615;75675
12.12.2012;69662;2427;76574;45843;NA;7722;77285;117657;100044;78186;3378;696;8303;4113;NA;3551;3504;11438;4354;5665;73040;3123;84877;49956;NA;11273;80789;129095;104398;83851
13.12.2012;69199;2652;78547;46221;NA;7865;74391;117463;99672;78678;3350;676;7932;3812;NA;3308;3652;11486;4336;5659;72549;3328;86479;50033;NA;11173;78043;128949;104008;84337
14.12.2012;72784;2908;86436;36193;NA;9142;78326;123614;105118;82515;3165;381;7410;3130;NA;2842;3174;10296;4554;5173;75949;3289;93846;39323;NA;11984;81500;133910;109672;87688
15.12.2012;58258;2450;73930;33891;NA;8327;66873;118068;84105;70759;649;123;2303;1718;NA;1657;1013;2110;1034;1059;58907;2573;76233;35609;NA;9984;67886;120178;85139;71818
16.12.2012;49488;3545;56061;31859;NA;9854;57356;104072;65171;62256;115;42;308;161;NA;144;301;653;384;160;49603;3587;56369;32020;NA;9998;57657;104725;65555;62416
17.12.2012;67416;2282;78676;44883;NA;7690;73572;113657;96098;75893;3299;550;7513;3436;NA;2807;3256;10730;4175;5250;70715;2832;86189;48319;NA;10497;76828;124387;100273;81143
18.12.2012;69377;2137;78660;45327;NA;7691;75420;115303;98699;76130;3436;566;8358;4064;NA;3487;3397;11337;4287;5679;72813;2703;87018;49391;NA;11178;78817;126640;102986;81809
19.12.2012;73013;2661;82594;48769;NA;9104;80597;124457;104502;80822;3679;717;8537;4014;NA;3415;3536;11586;4524;5709;76692;3378;91131;52783;NA;12519;84133;136043;109026;86531
20.12.2012;70419;3267;83238;50712;NA;9901;81663;120178;102653;79671;3520;764;7770;3552;NA;2838;3448;11179;4447;5563;73939;4031;91008;54264;NA;12739;85111;131357;107100;85234
21.12.2012;73870;4012;91287;55447;NA;15892;88637;124695;108241;81729;2761;391;6387;2747;NA;2328;2956;9261;4694;4506;76631;4403;97674;58194;NA;18220;91593;133956;112935;86235
22.12.2012;56902;5212;84677;48357;NA;18570;75045;115427;88132;68559;725;104;1698;890;NA;863;1072;2138;1092;1141;57627;5316;86375;49247;NA;19433;76117;117565;89224;69700
23.12.2012;47516;4304;59572;36449;NA;14697;60469;93590;65838;54782;127;32;277;130;NA;134;243;593;386;197;47643;4336;59849;36579;NA;14831;60712;94183;66224;54979
24.12.2012;56683;2571;54188;28560;NA;7478;55245;95394;78078;57954;1290;55;2137;491;NA;512;1322;3843;3387;1753;57973;2626;56325;29051;NA;7990;56567;99237;81465;59707
25.12.2012;53661;2664;41837;19044;NA;8115;49767;97438;64214;60540;55;11;70;80;NA;48;110;198;384;56;53716;2675;41907;19124;NA;8163;49877;97636;64598;60596
26.12.2012;52603;5112;56050;26264;NA;14002;60742;101084;68836;61884;180;47;337;122;NA;171;988;871;404;268;52783;5159;56387;26386;NA;14173;61730;101955;69240;62152
27.12.2012;59259;4947;74627;40340;NA;13110;61748;109112;84918;66248;1811;222;4125;1514;NA;1324;1964;6219;3689;2919;61070;5169;78752;41854;NA;14434;63712;115331;88607;69167
28.12.2012;62785;5528;79173;40329;NA;13767;64772;108601;88011;66930;1780;227;4050;1553;NA;1392;2048;6000;3826;2698;64565;5755;83223;41882;NA;15159;66820;114601;91837;69628
29.12.2012;63102;7777;80961;37032;NA;15503;67043;107602;89709;68492;613;97;1426;758;NA;750;870;1704;1107;860;63715;7874;82387;37790;NA;16253;67913;109306;90816;69352
30.12.2012;46940;7198;55780;32361;NA;14743;50915;82583;61400;53516;109;41;229;139;NA;135;237;515;367;166;47049;7239;56009;32500;NA;14878;51152;83098;61767;53682
31.12.2012;48030;4060;53433;26808;NA;8002;46118;82343;77272;52143;1226;43;1739;400;NA;434;894;3370;3353;1582;49256;4103;55172;27208;NA;8436;47012;85713;80625;53725
01.01.2013;39297;5393;46243;25164;NA;11817;42474;72759;52609;47371;93;30;197;94;NA;115;162;424;299;151;39390;5423;46440;25258;NA;11932;42636;73183;52908;47522
02.01.2013;48195;6219;76560;38989;NA;16650;58786;95406;86011;59620;248;196;2743;1278;NA;991;575;1952;3777;993;48443;6415;79303;40267;NA;17641;59361;97358;89788;60613
03.01.2013;62284;5558;75421;38978;NA;12205;63763;100995;87976;66309;1949;295;5277;1882;NA;1759;2155;7048;3867;3267;64233;5853;80698;40860;NA;13964;65918;108043;91843;69576
04.01.2013;66529;5842;81645;41970;NA;14179;68182;107278;93894;70070;1813;271;5300;1963;NA;1716;2112;7339;4128;3351;68342;6113;86945;43933;NA;15895;70294;114617;98022;73421
05.01.2013;62230;7399;82029;42001;NA;17822;69094;106562;88124;66767;565;143;1786;1208;NA;1195;846;1494;1109;825;62795;7542;83815;43209;NA;19017;69940;108056;89233;67592
06.01.2013;50585;6847;57578;34784;NA;18293;57301;86750;64820;57261;121;54;285;177;NA;185;324;567;382;167;50706;6901;57863;34961;NA;18478;57625;87317;65202;57428
07.01.2013;60519;2708;73546;38490;NA;7880;66090;100889;87722;68100;2462;456;6302;2628;NA;2174;2477;8708;3855;4336;62981;3164;79848;41118;NA;10054;68567;109597;91577;72436
08.01.2013;63952;2472;73843;38757;NA;6831;67513;104836;91489;70684;2771;628;7634;3496;NA;2916;2804;9621;4020;4679;66723;3100;81477;42253;NA;9747;70317;114457;95509;75363
09.01.2013;65933;2459;74676;40264;NA;6778;69499;108897;94355;74207;2879;611;7810;3666;NA;3184;2832;9955;4150;4933;68812;3070;82486;43930;NA;9962;72331;118852;98505;79140
10.01.2013;64577;2475;74501;41319;NA;7243;69321;110825;93907;74103;2845;619;7418;3519;NA;3008;2918;9925;4129;4937;67422;3094;81919;44838;NA;10251;72239;120750;98036;79040
11.01.2013;69321;3084;80337;43895;NA;8698;76692;118675;100568;79473;2726;470;6829;3158;NA;2518;2837;9487;4430;4565;72047;3554;87166;47053;NA;11216;79529;128162;104998;84038
12.01.2013;61781;3978;71900;36081;NA;8851;64433;112946;85049;69723;626;164;2262;1607;NA;1531;825;1593;1068;872;62407;4142;74162;37688;NA;10382;65258;114539;86117;70595
13.01.2013;47503;3832;48755;28127;NA;9486;51221;88771;59303;56089;162;38;258;105;NA;128;279;604;342;184;47665;3870;49013;28232;NA;9614;51500;89375;59645;56273
14.01.2013;64071;2192;73077;40113;NA;6606;63677;106811;90800;71767;3139;525;7086;3161;NA;2655;2938;9879;3989;5020;67210;2717;80163;43274;NA;9261;66615;116690;94789;76787
15.01.2013;64233;1913;72229;38991;NA;6068;58211;107372;92172;73267;3349;569;8105;3757;NA;3236;2867;10762;4056;5175;67582;2482;80334;42748;NA;9304;61078;118134;96228;78442
16.01.2013;66009;2011;74416;39780;NA;6170;67506;110902;94529;72315;3310;619;8348;3873;NA;3317;3326;10938;4164;5322;69319;2630;82764;43653;NA;9487;70832;121840;98693;77637
17.01.2013;66738;2038;67381;41128;NA;6663;72734;103167;92377;69957;3415;552;7400;3601;NA;3117;3322;10720;4063;5281;70153;2590;74781;44729;NA;9780;76056;113887;96440;75238
18.01.2013;75589;3492;80265;44543;NA;9399;80818;116246;104897;79927;3097;529;7294;3196;NA;2662;3093;9692;4602;4951;78686;4021;87559;47739;NA;12061;83911;125938;109499;84878
19.01.2013;58393;3166;65133;30770;NA;7217;54171;102701;78223;65196;645;192;2188;1633;NA;1469;1010;1682;980;953;59038;3358;67321;32403;NA;8686;55181;104383;79203;66149
20.01.2013;46932;3023;45156;23859;NA;7965;52513;85144;59407;56254;168;55;293;126;NA;115;319;587;342;241;47100;3078;45449;23985;NA;8080;52832;85731;59749;56495
21.01.2013;62615;1899;72133;39310;NA;6460;68903;102380;89514;69543;3306;229;7172;3035;NA;2743;2997;10222;3932;5034;65921;2128;79305;42345;NA;9203;71900;112602;93446;74577
22.01.2013;65809;2090;69969;39994;NA;6668;71251;107932;94355;71156;3388;616;7926;3771;NA;3272;3260;10859;4150;5059;69197;2706;77895;43765;NA;9940;74511;118791;98505;76215
23.01.2013;69095;2356;73866;41193;NA;6841;73836;113631;98634;76974;3368;611;8267;3710;NA;3316;3170;10810;4338;5210;72463;2967;82133;44903;NA;10157;77006;124441;102972;82184
24.01.2013;69347;2525;75146;42007;NA;7255;77013;115274;99729;77309;3373;636;7804;3622;NA;3072;3309;11033;4385;5197;72720;3161;82950;45629;NA;10327;80322;126307;104114;82506
25.01.2013;77322;3925;84100;45047;NA;10117;83733;123758;109499;83635;3409;506;7293;3064;NA;2531;3096;9922;4804;4881;80731;4431;91393;48111;NA;12648;86829;133680;114303;88516
26.01.2013;70000;4702;78053;35073;NA;8986;67749;120871;93562;76345;619;173;2179;1529;NA;1428;1049;1844;1143;971;70619;4875;80232;36602;NA;10414;68798;122715;94705;77316
27.01.2013;51817;5368;52543;30150;NA;10022;55612;94599;65771;62879;156;39;291;133;NA;151;292;684;386;274;51973;5407;52834;30283;NA;10173;55904;95283;66157;63153
28.01.2013;64326;2432;75933;40029;NA;7087;70163;108438;92102;72408;3242;541;7308;3030;NA;2470;2961;10407;4052;5161;67568;2973;83241;43059;NA;9557;73124;118845;96154;77569
29.01.2013;66129;2313;72704;40445;NA;6811;71609;108872;94416;74161;3267;616;7807;3760;NA;3161;3339;11107;4153;5445;69396;2929;80511;44205;NA;9972;74948;119979;98569;79606
30.01.2013;69045;2635;74208;40954;NA;7288;73582;114937;98542;76100;3491;655;8004;3676;NA;3215;3413;10837;4335;5322;72536;3290;82212;44630;NA;10503;76995;125774;102877;81422
31.01.2013;71012;2985;78742;42181;NA;7759;76541;119090;101409;79057;3290;628;7985;3628;NA;3066;3479;10937;4470;5464;74302;3613;86727;45809;NA;10825;80020;130027;105879;84521
01.02.2013;74929;3778;83495;43457;NA;9874;80379;122066;106943;82479;3054;514;7140;3149;NA;2626;3184;9920;4693;4871;77983;4292;90635;46606;NA;12500;83563;131986;111636;87350
02.02.2013;61207;3077;74034;32127;NA;8280;65040;118882;86841;73029;613;195;2203;1630;NA;1502;975;1806;1085;964;61820;3272;76237;33757;NA;9782;66015;120688;87926;73993
03.02.2013;48439;4506;51096;28183;NA;10512;56172;92333;62587;57759;163;44;305;135;NA;132;316;635;369;241;48602;4550;51401;28318;NA;10644;56488;92968;62956;58000
04.02.2013;59820;2513;72567;39307;NA;7204;67227;98996;87210;66728;3140;434;7089;2918;NA;2411;3077;9803;3824;4880;62960;2947;79656;42225;NA;9615;70304;108799;91034;71608
05.02.2013;62899;2386;71186;39300;NA;6892;70040;106910;93403;71929;3096;653;7958;3677;NA;3091;3234;10716;4107;5265;65995;3039;79144;42977;NA;9983;73274;117626;97510;77194
06.02.2013;62437;2498;74755;41401;NA;7108;66431;106835;91990;72754;3150;667;8145;3818;NA;3345;3185;10707;4046;5224;65587;3165;82900;45219;NA;10453;69616;117542;96036;77978
07.02.2013;62877;2738;76600;42441;NA;7862;73107;107165;91581;70730;3046;632;8142;3723;NA;3125;3234;10594;4021;5197;65923;3370;84742;46164;NA;10987;76341;117759;95602;75927
08.02.2013;72121;3917;85959;45418;NA;10740;81247;115582;103241;77970;3070;488;7137;3268;NA;2702;3028;9657;4525;4704;75191;4405;93096;48686;NA;13442;84275;125239;107766;82674
09.02.2013;64541;4279;79340;33368;NA;9177;68990;113810;89200;70261;627;191;2469;1745;NA;1583;1045;1838;1125;1064;65168;4470;81809;35113;NA;10760;70035;115648;90325;71325
10.02.2013;52555;4860;50926;29017;NA;10628;53696;90058;65040;60289;185;54;317;183;NA;194;291;616;382;223;52740;4914;51243;29200;NA;10822;53987;90674;65422;60512
11.02.2013;60900;2565;69129;32218;NA;6625;48954;100914;86614;68064;3094;80;6651;1263;NA;1649;2370;9945;3804;4617;63994;2645;75780;33481;NA;8274;51324;110859;90418;72681
12.02.2013;57821;2420;70217;32411;NA;6177;57637;99722;84490;64793;2790;587;7480;3630;NA;2904;2951;10541;3707;4915;60611;3007;77697;36041;NA;9081;60588;110263;88197;69708
13.02.2013;68944;3489;74155;39895;NA;7887;68813;110997;95384;73845;3251;678;8053;4076;NA;3323;3091;10558;4194;5001;72195;4167;82208;43971;NA;11210;71904;121555;99578;78846
14.02.2013;73579;4360;78153;41848;NA;8784;74031;117330;101563;78046;3391;634;7858;3818;NA;3332;3379;10904;4538;5266;76970;4994;86011;45666;NA;12116;77410;128234;106101;83312
15.02.2013;74375;4612;86133;43963;NA;10899;80684;120558;109760;78755;3278;534;7203;3178;NA;2613;3212;10026;4180;5517;77653;5146;93336;47141;NA;13512;83896;130584;113940;84272
16.02.2013;71293;5553;84466;34609;NA;11088;72121;121119;93462;75170;606;191;2390;1878;NA;1731;1039;1805;1148;1023;71899;5744;86856;36487;NA;12819;73160;122924;94610;76193
17.02.2013;56815;5861;56553;30334;NA;12475;58165;95541;68430;60155;161;53;333;179;NA;178;302;623;333;240;56976;5914;56886;30513;NA;12653;58467;96164;68763;60395
18.02.2013;67771;2934;65511;40881;NA;8284;67992;109424;90160;72618;3071;555;6804;3151;NA;2595;3237;10355;4204;4992;70842;3489;72315;44032;NA;10879;71229;119779;94364;77610
19.02.2013;68605;2652;72447;41153;NA;7419;70191;112097;91984;75628;3317;686;8475;3857;NA;3283;3464;10961;4516;5218;71922;3338;80922;45010;NA;10702;73655;123058;96500;80846
20.02.2013;69545;2858;74631;43146;NA;8073;72266;113281;93308;75427;3296;711;8161;4003;NA;3463;3403;10893;4551;5275;72841;3569;82792;47149;NA;11536;75669;124174;97859;80702
21.02.2013;69255;2619;77163;39383;NA;8387;74414;118320;95139;77980;3213;668;8204;3707;NA;3177;3382;11072;4777;5308;72468;3287;85367;43090;NA;11564;77796;129392;99916;83288
22.02.2013;76291;3678;86790;42846;NA;10748;81905;125263;103890;83017;3248;494;7242;3259;NA;2708;3181;9893;4320;4941;79539;4172;94032;46105;NA;13456;85086;135156;108210;87958
23.02.2013;68315;4025;84157;33982;NA;9613;71605;124939;89698;75217;647;194;2197;1672;NA;1562;975;1768;1028;905;68962;4219;86354;35654;NA;11175;72580;126707;90726;76122
24.02.2013;49911;3943;57516;23927;NA;10674;58498;99068;67789;60243;173;60;341;213;NA;156;307;704;351;235;50084;4003;57857;24140;NA;10830;58805;99772;68140;60478
25.02.2013;66703;2602;77448;34463;NA;8104;71868;110383;97019;73741;3319;518;7223;2901;NA;2495;3262;10616;4534;5107;70022;3120;84671;37364;NA;10599;75130;120999;101553;78848
26.02.2013;69672;2680;77116;40026;NA;7542;73480;114417;99080;76199;3398;625;8181;3755;NA;3184;3391;11088;4612;5274;73070;3305;85297;43781;NA;10726;76871;125505;103692;81473
27.02.2013;71811;3033;77001;42856;NA;7883;75397;117641;102186;78067;3533;667;8273;3933;NA;3421;3560;10787;4702;5390;75344;3700;85274;46789;NA;11304;78957;128428;106888;83457
28.02.2013;74168;3298;79262;43741;NA;9032;79576;119665;106560;80526;3240;683;8057;3671;NA;3117;3576;11416;4649;5448;77408;3981;87319;47412;NA;12149;83152;131081;111209;85974
01.03.2013;82108;5114;88969;46683;NA;12384;85382;128798;115729;86403;3208;552;7321;3248;NA;2723;3467;10129;4467;5017;85316;5666;96290;49931;NA;15107;88849;138927;120196;91420
02.03.2013;76087;5899;83299;37529;NA;12817;72736;127880;94567;80722;663;219;2342;1846;NA;1662;1138;1845;1280;991;76750;6118;85641;39375;NA;14479;73874;129725;95847;81713
03.03.2013;63959;7402;64754;33442;NA;15595;65835;107078;76634;71878;156;70;394;223;NA;228;342;685;376;215;64115;7472;65148;33665;NA;15823;66177;107763;77010;72093
04.03.2013;69907;3359;77893;42471;NA;9032;76862;113318;101365;76323;3443;620;8073;3421;NA;2803;3231;10998;4701;5273;73350;3979;85966;45892;NA;11835;80093;124316;106066;81596
05.03.2013;70466;2930;76663;42395;NA;7908;77386;114513;103640;78105;3435;695;8608;3757;NA;3334;3437;11439;4913;5451;73901;3625;85271;46152;NA;11242;80823;125952;108553;83556
06.03.2013;71811;2715;77980;42576;NA;8122;79680;117619;107327;79438;3400;684;8638;3981;NA;3350;3354;11050;4817;5636;75211;3399;86618;46557;NA;11472;83034;128669;112144;85074
07.03.2013;72227;3016;78003;43559;NA;9689;81821;121079;110770;80991;3242;665;8084;3832;NA;3386;3280;11347;4757;5660;75469;3681;86087;47391;NA;13075;85101;132426;115527;86651
08.03.2013;77012;4188;86452;46585;NA;11772;86528;127326;117980;86005;3376;560;7615;3368;NA;2776;3044;10351;4347;5172;80388;4748;94067;49953;NA;14548;89572;137677;122327;91177
09.03.2013;67501;4210;79920;36181;NA;10922;73749;127307;101711;78028;592;212;2338;1794;NA;1659;992;1780;1139;925;68093;4422;82258;37975;NA;12581;74741;129087;102850;78953
10.03.2013;56928;5795;57817;32501;NA;14298;73217;106691;87250;67439;154;58;344;173;NA;191;361;709;385;261;57082;5853;58161;32674;NA;14489;73578;107400;87635;67700
11.03.2013;68130;3104;77501;42203;NA;8994;78647;113641;104650;75099;3531;600;7662;3327;NA;2809;3068;10744;4567;5147;71661;3704;85163;45530;NA;11803;81715;124385;109217;80246
12.03.2013;69790;2848;76052;41701;NA;8511;78767;115963;105788;76475;3628;741;8161;3865;NA;3275;3318;11018;4922;5433;73418;3589;84213;45566;NA;11786;82085;126981;110710;81908
13.03.2013;69982;3006;74084;41244;NA;8282;79978;116628;106892;77979;3574;729;8089;3598;NA;3285;3171;11334;4794;5657;73556;3735;82173;44842;NA;11567;83149;127962;111686;83636
14.03.2013;69743;3585;80394;44128;NA;9059;84053;114579;110562;76855;3447;760;8520;3762;NA;3046;3452;11311;4870;5692;73190;4345;88914;47890;NA;12105;87505;125890;115432;82547
15.03.2013;77551;4916;87496;46774;NA;13060;90510;122000;118984;83219;3359;599;7796;3498;NA;3004;3068;9941;4391;5316;80910;5515;95292;50272;NA;16064;93578;131941;123375;88535
16.03.2013;70520;5505;80815;37604;NA;12629;80651;127617;98553;78419;625;270;2485;1838;NA;1663;1156;2026;1402;983;71145;5775;83300;39442;NA;14292;81807;129643;99955;79402
17.03.2013;53015;4818;56627;27848;NA;12840;72126;107011;70809;65863;140;65;345;222;NA;198;479;757;423;249;53155;4883;56972;28070;NA;13038;72605;107768;71232;66112
18.03.2013;66202;2616;76740;34016;NA;8005;70760;112089;95875;75410;3457;300;7685;2790;NA;2544;3562;10836;5042;5617;69659;2916;84425;36806;NA;10549;74322;122925;100917;81027
19.03.2013;70337;4314;76456;33917;NA;8823;74683;114922;101087;77082;3600;570;8601;3354;NA;2930;3543;11304;4998;5392;73937;4884;85057;37271;NA;11753;78226;126226;106085;82474
20.03.2013;71468;3252;78000;44910;NA;9173;75053;119832;104446;80626;3603;715;9060;4299;NA;3687;3661;11381;5151;5885;75071;3967;87060;49209;NA;12860;78714;131213;109597;86511
21.03.2013;72748;4008;82464;43751;NA;10935;85311;117776;106916;81923;3750;722;8891;3842;NA;3477;3714;10938;5236;5880;76498;4730;91355;47593;NA;14412;89025;128714;112152;87803
22.03.2013;80558;6401;91408;49246;NA;14631;87793;131213;117857;88939;3622;649;8051;3487;NA;2861;3542;10505;5028;5264;84180;7050;99459;52733;NA;17492;91335;141718;122885;94203
23.03.2013;70588;6592;88178;41798;NA;15647;72650;127985;98604;79417;714;306;2767;2132;NA;1952;1240;2278;1391;1148;71302;6898;90945;43930;NA;17599;73890;130263;99995;80565
24.03.2013;54610;5897;59328;33470;NA;15937;58510;103297;71381;64838;143;95;464;283;NA;269;386;767;411;241;54753;5992;59792;33753;NA;16206;58896;104064;71792;65079
25.03.2013;68430;3481;79057;44080;NA;10453;72993;115473;98654;77097;3477;643;8149;3483;NA;2944;3200;11264;4808;5700;71907;4124;87206;47563;NA;13397;76193;126737;103462;82797
26.03.2013;69388;3105;75411;44688;NA;10143;74951;113579;103194;76268;3787;732;9074;4058;NA;3428;3505;11584;5022;5896;73175;3837;84485;48746;NA;13571;78456;125163;108216;82164
27.03.2013;75364;5164;85358;48063;NA;15131;78311;124378;108487;84452;3753;800;9210;4036;NA;3574;3605;11903;5078;6241;79117;5964;94568;52099;NA;18705;81916;136281;113565;90693
28.03.2013;75305;10600;87533;53322;NA;19021;87794;128459;115949;85429;3296;740;7511;3543;NA;3024;3506;10568;4823;5520;78601;11340;95044;56865;NA;22045;91300;139027;120772;90949
29.03.2013;48351;12251;70062;53943;NA;22068;67038;99648;74352;60129;169;141;626;625;NA;489;452;943;492;299;48520;12392;70688;54568;NA;22557;67490;100591;74844;60428
30.03.2013;56217;7010;79762;39173;NA;17279;61953;110745;80731;63990;722;217;2278;1568;NA;1460;970;2094;1152;1113;56939;7227;82040;40741;NA;18739;62923;112839;81883;65103
31.03.2013;51223;8076;54167;29764;NA;18401;56605;99920;68165;60311;112;51;224;202;NA;176;240;344;281;107;51335;8127;54391;29966;NA;18577;56845;100264;68446;60418
01.04.2013;59303;14530;74314;NA;NA;22296;64986;107403;76393;68239;211;198;582;NA;NA;387;409;1064;462;351;59514;14728;74896;NA;NA;22683;65395;108467;76855;68590
02.04.2013;69675;6393;81901;NA;NA;16807;73519;115760;97500;78378;3538;531;7654;NA;NA;2737;3172;11294;4559;5605;73213;6924;89555;NA;NA;19544;76691;127054;102059;83983
03.04.2013;71768;4867;78924;NA;NA;13589;73194;117593;97480;80012;3611;724;8374;NA;NA;3293;3253;11892;4747;5890;75379;5591;87298;NA;NA;16882;76447;129485;102227;85902
04.04.2013;72223;4815;83329;NA;NA;12971;76047;120097;100705;80640;3573;803;8948;NA;NA;3582;3418;11646;4891;5824;75796;5618;92277;NA;NA;16553;79465;131743;105596;86464
05.04.2013;75506;6137;90343;NA;NA;17057;80142;126703;104950;84939;3381;670;8041;NA;NA;3055;3171;10931;4530;5450;78887;6807;98384;NA;NA;20112;83313;137634;109480;90389
06.04.2013;62625;7341;81419;NA;NA;19133;65492;124511;88606;74878;659;309;2887;NA;NA;2146;951;1953;1093;1086;63284;7650;84306;NA;NA;21279;66443;126464;89699;75964
07.04.2013;49795;7611;61212;NA;NA;19134;59279;101394;68596;62782;147;92;468;NA;NA;322;357;726;408;245;49942;7703;61680;NA;NA;19456;59636;102120;69004;63027
08.04.2013;66828;3748;80416;NA;NA;11791;72965;113852;95634;77089;3587;625;7883;NA;NA;2869;2987;10921;4500;5563;70415;4373;88299;NA;NA;14660;75952;124773;100134;82652
09.04.2013;68994;3407;80751;NA;NA;10033;73662;115732;97025;78244;3842;741;8677;NA;NA;3495;3121;11503;4593;5934;72836;4148;89428;NA;NA;13528;76783;127235;101618;84178
10.04.2013;71179;4155;81849;NA;NA;11668;75641;117740;100320;80133;3773;751;8947;NA;NA;3528;3165;11147;4585;5844;74952;4906;90796;NA;NA;15196;78806;128887;104905;85977
11.04.2013;71947;4406;80063;NA;NA;12271;79595;120280;103288;80762;3579;745;8464;NA;NA;3435;3347;11343;4706;5954;75526;5151;88527;NA;NA;15706;82942;131623;107994;86716
12.04.2013;74683;6271;88953;NA;NA;18110;84985;130817;109547;86383;3316;644;7749;NA;NA;2844;3170;10592;4416;5349;77999;6915;96702;NA;NA;20954;88155;141409;113963;91732
13.04.2013;60729;7778;80234;NA;NA;17545;72636;121700;92330;75223;654;284;2409;NA;NA;1825;939;1971;1074;999;61383;8062;82643;NA;NA;19370;73575;123671;93404;76222
14.04.2013;57773;9157;65165;NA;NA;20694;69241;109825;82691;70779;238;88;420;NA;NA;329;397;827;424;260;58011;9245;65585;NA;NA;21023;69638;110652;83115;71039
15.04.2013;69521;4614;82534;NA;NA;13541;76541;114211;100440;78531;3542;661;8065;NA;NA;2908;3106;10779;4569;5669;73063;5275;90599;NA;NA;16449;79647;124990;105009;84200
16.04.2013;70915;3803;77183;NA;NA;10354;77052;116523;104651;78395;3674;719;8775;NA;NA;3457;3393;11558;4961;6056;74589;4522;85958;NA;NA;13811;80445;128081;109612;84451
17.04.2013;72772;4410;80889;NA;NA;11282;79282;118143;105094;82808;3798;747;8982;NA;NA;3550;3200;11270;4765;5927;76570;5157;89871;NA;NA;14832;82482;129413;109859;88735
18.04.2013;72341;4585;82051;NA;NA;12651;81673;121545;109257;81348;3506;698;8278;NA;NA;3490;3379;11419;4937;6149;75847;5283;90329;NA;NA;16141;85052;132964;114194;87497
19.04.2013;73439;5693;87396;NA;NA;16898;84212;124771;110865;83693;3380;608;7761;NA;NA;2839;3017;10258;4497;5441;76819;6301;95157;NA;NA;19737;87229;135029;115362;89134
20.04.2013;58613;3483;77927;NA;NA;16482;67278;115200;91795;68670;657;185;2525;NA;NA;1739;883;1978;1020;1052;59270;3668;80452;NA;NA;18221;68161;117178;92815;69722
21.04.2013;48151;6636;61101;NA;NA;18270;61985;98464;71821;58884;136;74;480;NA;NA;291;355;765;386;244;48287;6710;61581;NA;NA;18561;62340;99229;72207;59128
22.04.2013;69284;3926;81447;NA;NA;12411;73482;112819;99750;76001;3514;682;8302;NA;NA;2941;3125;10991;4736;5737;72798;4608;89749;NA;NA;15352;76607;123810;104486;81738
23.04.2013;71574;3775;82650;NA;NA;10854;76678;117265;104567;78394;3557;726;8965;NA;NA;3486;3337;11688;4932;5921;75131;4501;91615;NA;NA;14340;80015;128953;109499;84315
24.04.2013;71559;4838;81480;NA;NA;13297;79045;119737;109186;79619;3791;706;8800;NA;NA;3286;3312;11599;5003;5757;75350;5544;90280;NA;NA;16583;82357;131336;114189;85376
25.04.2013;75754;5857;84764;NA;NA;16394;82576;121823;111050;81624;3695;525;7882;NA;NA;1978;3341;11592;4919;5944;79449;6382;92646;NA;NA;18372;85917;133415;115969;87568
26.04.2013;79065;6416;92339;NA;NA;19049;87155;130538;116762;86261;3425;588;7306;NA;NA;2494;3168;10761;4622;5446;82490;7004;99645;NA;NA;21543;90323;141299;121384;91707
27.04.2013;64938;7627;84532;NA;NA;21602;69671;125395;100349;74449;648;280;2258;NA;NA;1543;946;2132;1122;1112;65586;7907;86790;NA;NA;23145;70617;127527;101471;75561
28.04.2013;52399;7458;67868;NA;NA;22058;62882;105321;73876;62021;158;89;470;NA;NA;282;442;854;492;317;52557;7547;68338;NA;NA;22340;63324;106175;74368;62338
29.04.2013;71004;3696;82568;NA;NA;12633;75063;116835;100367;77600;3677;622;7718;NA;NA;2691;3248;11259;4791;5840;74681;4318;90286;NA;NA;15324;78311;128094;105158;83440
30.04.2013;73737;3798;87351;NA;NA;11454;78516;122386;104319;81096;3801;716;8741;NA;NA;2880;3259;11917;4900;6156;77538;4514;96092;NA;NA;14334;81775;134303;109219;87252
01.05.2013;73423;5331;58589;NA;NA;14797;75394;103796;108119;65827;2579;192;1121;NA;NA;773;2068;4025;3061;2074;76002;5523;59710;NA;NA;15570;77462;107821;111180;67901
